id,Price
300216,81.267876
300217,77.70942
300218,79.2806
300219,87.86715
300220,86.29519
300221,91.52985
300222,81.33776
300223,78.19126
300224,86.88919
300225,88.848305
300226,91.43841
300227,83.878944
300228,89.065155
300229,78.39526
300230,85.42014
300231,82.22116
300232,77.92115
300233,84.48198
300234,89.41699
300235,87.16484
300236,82.7146
300237,83.37081
300238,97.006454
300239,84.195816
300240,79.15787
300241,89.65642
300242,87.96483
300243,79.119255
300244,81.819565
300245,89.7663
300246,77.987366
300247,90.12044
300248,90.37352
300249,89.29766
300250,85.09068
300251,89.77112
300252,81.10624
300253,84.33256
300254,90.36782
300255,80.33254
300256,94.673325
300257,82.78193
300258,80.62437
300259,81.97432
300260,85.03334
300261,81.57008
300262,88.96538
300263,84.21432
300264,82.21486
300265,86.36898
300266,79.698044
300267,82.46724
300268,85.423294
300269,81.37982
300270,89.61645
300271,80.98264
300272,79.22217
300273,76.38011
300274,77.73556
300275,79.187515
300276,80.06918
300277,81.08802
300278,82.551346
300279,83.79723
300280,80.986336
300281,72.30923
300282,87.75735
300283,85.15112
300284,88.83841
300285,78.06578
300286,89.1585
300287,86.522514
300288,84.11217
300289,85.2162
300290,88.671555
300291,76.93685
300292,78.49989
300293,77.06166
300294,76.32526
300295,84.43661
300296,87.86999
300297,87.75188
300298,82.242386
300299,81.74191
300300,81.67959
300301,80.1815
300302,84.24637
300303,80.45671
300304,81.38284
300305,76.003586
300306,90.63436
300307,81.28128
300308,89.76316
300309,78.46956
300310,88.106064
300311,87.89789
300312,83.48775
300313,88.97722
300314,79.488754
300315,86.02913
300316,78.35313
300317,88.7096
300318,80.198105
300319,82.356674
300320,83.792946
300321,79.21251
300322,78.0036
300323,89.08777
300324,84.44125
300325,81.07876
300326,83.61925
300327,82.65038
300328,80.295555
300329,77.787926
300330,93.406906
300331,87.38197
300332,77.59721
300333,75.89144
300334,75.47313
300335,75.22906
300336,81.79806
300337,81.7359
300338,86.66402
300339,91.5609
300340,84.58302
300341,80.33315
300342,92.36288
300343,82.96843
300344,75.55192
300345,77.584755
300346,91.64327
300347,85.463524
300348,76.53349
300349,88.13975
300350,85.27506
300351,77.34666
300352,84.92615
300353,80.107864
300354,80.41377
300355,79.53215
300356,85.161415
300357,74.149025
300358,83.46751
300359,86.7927
300360,86.198105
300361,73.64165
300362,81.22506
300363,81.11972
300364,75.81712
300365,78.850365
300366,82.556854
300367,79.67928
300368,85.79607
300369,84.75051
300370,78.41262
300371,79.11294
300372,81.614845
300373,89.975624
300374,81.556114
300375,85.76667
300376,80.04411
300377,84.629074
300378,93.28993
300379,84.11947
300380,85.102844
300381,73.169174
300382,95.373726
300383,87.82259
300384,90.72669
300385,78.37942
300386,88.09736
300387,94.43916
300388,81.16092
300389,91.23645
300390,76.06117
300391,78.17723
300392,80.09419
300393,83.98292
300394,89.973404
300395,82.27505
300396,85.40814
300397,90.56449
300398,89.63591
300399,80.068146
300400,79.58761
300401,78.74591
300402,86.49336
300403,92.43715
300404,79.17412
300405,79.6487
300406,78.183945
300407,83.71209
300408,85.07723
300409,89.21194
300410,90.54012
300411,82.62447
300412,74.628235
300413,84.87607
300414,89.53219
300415,80.168724
300416,80.02551
300417,84.642334
300418,85.5306
300419,76.45546
300420,82.63703
300421,79.16797
300422,77.70264
300423,81.86373
300424,83.28579
300425,79.44083
300426,92.94061
300427,80.698135
300428,87.9788
300429,77.50991
300430,84.62961
300431,89.78699
300432,78.884445
300433,88.62543
300434,88.08
300435,83.92655
300436,79.926025
300437,84.92527
300438,89.6002
300439,81.58789
300440,90.85477
300441,85.52088
300442,74.1008
300443,87.48424
300444,86.91185
300445,73.24296
300446,83.52806
300447,81.554276
300448,84.92777
300449,92.93185
300450,88.242516
300451,87.83575
300452,78.08591
300453,85.32787
300454,82.42806
300455,84.43388
300456,88.32671
300457,76.72188
300458,86.08346
300459,86.61904
300460,79.2833
300461,83.209526
300462,90.38478
300463,80.48915
300464,81.14231
300465,79.472984
300466,86.7654
300467,83.713356
300468,84.231865
300469,76.1806
300470,92.162895
300471,78.4515
300472,84.84674
300473,85.87245
300474,83.27175
300475,86.00043
300476,86.483734
300477,79.72566
300478,76.04076
300479,82.939964
300480,77.91768
300481,83.44875
300482,79.086
300483,80.67228
300484,89.61646
300485,85.28921
300486,85.85108
300487,89.59986
300488,82.276634
300489,77.160355
300490,78.79136
300491,80.24663
300492,85.319016
300493,92.15755
300494,74.79441
300495,83.68071
300496,82.6093
300497,79.16576
300498,80.95128
300499,91.07316
300500,82.93244
300501,87.179794
300502,76.02861
300503,85.48004
300504,80.15478
300505,94.347916
300506,93.47792
300507,82.31947
300508,72.615555
300509,80.70719
300510,88.50414
300511,85.594734
300512,85.09579
300513,85.179306
300514,81.83518
300515,83.092186
300516,86.89633
300517,89.637794
300518,84.445045
300519,81.6561
300520,81.809494
300521,88.96682
300522,85.3022
300523,77.05949
300524,81.03677
300525,82.22959
300526,89.13371
300527,81.22019
300528,85.43713
300529,92.59417
300530,87.99503
300531,86.009445
300532,83.71974
300533,86.33466
300534,90.01881
300535,96.96237
300536,82.37843
300537,81.10879
300538,80.16353
300539,83.05896
300540,89.94315
300541,76.09293
300542,79.964
300543,90.50305
300544,89.906334
300545,76.583725
300546,78.83155
300547,87.17044
300548,83.15703
300549,78.82448
300550,83.76338
300551,89.52636
300552,82.14122
300553,78.22733
300554,89.35231
300555,90.229416
300556,84.65643
300557,85.81496
300558,81.65033
300559,76.04106
300560,80.46852
300561,80.877754
300562,80.59891
300563,80.72007
300564,84.21094
300565,78.47368
300566,85.42404
300567,72.49529
300568,82.57432
300569,87.99009
300570,75.98604
300571,81.71926
300572,85.89297
300573,83.27399
300574,92.20903
300575,86.78018
300576,79.66922
300577,75.27978
300578,74.70226
300579,82.59625
300580,79.56067
300581,87.775055
300582,87.94545
300583,81.818794
300584,89.436485
300585,81.21385
300586,82.926384
300587,78.83347
300588,92.222336
300589,85.837685
300590,89.76073
300591,81.40607
300592,78.90639
300593,79.82311
300594,88.12346
300595,81.1464
300596,80.62492
300597,75.96194
300598,81.323746
300599,82.91525
300600,86.73484
300601,87.48565
300602,80.64479
300603,77.90616
300604,78.30039
300605,80.25315
300606,77.993324
300607,79.79037
300608,90.49743
300609,76.26488
300610,82.93516
300611,74.395996
300612,88.204025
300613,78.71676
300614,87.39295
300615,81.51508
300616,85.64359
300617,85.911865
300618,84.62856
300619,77.39553
300620,75.619125
300621,78.66639
300622,78.543755
300623,76.84
300624,85.65608
300625,84.7279
300626,88.12362
300627,81.40662
300628,85.09777
300629,79.61022
300630,84.608795
300631,84.86441
300632,80.44316
300633,81.57295
300634,90.54256
300635,93.71953
300636,80.24113
300637,86.0594
300638,90.82466
300639,88.447586
300640,78.87755
300641,77.872574
300642,84.56447
300643,92.48311
300644,86.58154
300645,77.87474
300646,82.06685
300647,83.04275
300648,81.92904
300649,89.06862
300650,82.99945
300651,81.68132
300652,89.32563
300653,85.21866
300654,90.93933
300655,78.38827
300656,86.09004
300657,81.24025
300658,85.034584
300659,89.12169
300660,79.75336
300661,87.62257
300662,75.840805
300663,72.23357
300664,78.55495
300665,83.55746
300666,89.91828
300667,86.094284
300668,78.16029
300669,86.135086
300670,84.14142
300671,76.49258
300672,92.33885
300673,92.5352
300674,82.73415
300675,81.713974
300676,86.72434
300677,82.691216
300678,81.46984
300679,74.1698
300680,87.79979
300681,80.36489
300682,89.213104
300683,94.80788
300684,82.86778
300685,80.2623
300686,92.93095
300687,86.358864
300688,86.3222
300689,89.65254
300690,83.94359
300691,82.7487
300692,91.08051
300693,74.08716
300694,76.585045
300695,88.78188
300696,80.967445
300697,83.12675
300698,82.47542
300699,81.10492
300700,80.83919
300701,77.049255
300702,78.400635
300703,93.28377
300704,81.8268
300705,83.591576
300706,84.511154
300707,82.29792
300708,94.34534
300709,81.512085
300710,81.45246
300711,83.50205
300712,75.62584
300713,82.89557
300714,82.10509
300715,83.6668
300716,81.87658
300717,74.78813
300718,88.55447
300719,76.024155
300720,86.6227
300721,78.36173
300722,89.20865
300723,78.03321
300724,81.3228
300725,87.84902
300726,75.82466
300727,82.75844
300728,79.89221
300729,77.112755
300730,79.6729
300731,94.83207
300732,79.06046
300733,84.70852
300734,90.88406
300735,83.90493
300736,92.26875
300737,87.62892
300738,78.58208
300739,71.40358
300740,77.29194
300741,81.744545
300742,84.285934
300743,82.54433
300744,81.97527
300745,77.284225
300746,86.58342
300747,90.741486
300748,79.420105
300749,89.97062
300750,81.04079
300751,83.946945
300752,87.94553
300753,79.06623
300754,74.38511
300755,83.00228
300756,76.44313
300757,81.55763
300758,75.500084
300759,86.27393
300760,86.61267
300761,85.76529
300762,82.96156
300763,91.85149
300764,89.49223
300765,83.00612
300766,77.66418
300767,85.55702
300768,88.36601
300769,84.75531
300770,92.09503
300771,75.12509
300772,86.708725
300773,76.71903
300774,82.85602
300775,82.207504
300776,83.5022
300777,80.23007
300778,81.90467
300779,90.492165
300780,82.32475
300781,85.39549
300782,91.47872
300783,91.035645
300784,81.75148
300785,76.828476
300786,91.660385
300787,80.44295
300788,74.75025
300789,81.44356
300790,91.54398
300791,79.999275
300792,89.998024
300793,79.184425
300794,72.22515
300795,79.61866
300796,84.99072
300797,80.02901
300798,87.1652
300799,73.806114
300800,72.31909
300801,83.448326
300802,80.03592
300803,82.09932
300804,88.863625
300805,80.217636
300806,78.67259
300807,84.144905
300808,79.36348
300809,84.64303
300810,85.07378
300811,74.27023
300812,77.69492
300813,82.33284
300814,77.3
300815,83.96545
300816,84.07325
300817,78.201126
300818,81.86929
300819,86.99123
300820,91.58247
300821,84.54746
300822,89.131485
300823,93.13172
300824,81.07152
300825,84.568275
300826,76.581924
300827,78.66048
300828,73.0639
300829,81.20422
300830,83.00879
300831,87.3124
300832,81.10539
300833,82.499664
300834,79.84001
300835,82.168015
300836,76.38695
300837,88.83157
300838,78.27494
300839,82.24979
300840,84.69738
300841,79.67918
300842,84.08667
300843,77.743614
300844,84.46539
300845,89.17867
300846,81.07826
300847,84.31795
300848,82.905754
300849,82.875595
300850,77.00963
300851,79.26285
300852,90.0719
300853,82.7102
300854,84.25651
300855,79.00482
300856,82.062485
300857,87.37024
300858,72.186905
300859,74.99269
300860,96.221695
300861,85.48193
300862,78.10317
300863,82.42258
300864,82.534485
300865,80.9474
300866,93.572075
300867,79.19313
300868,84.01835
300869,85.65955
300870,82.472435
300871,82.55458
300872,80.93662
300873,77.45882
300874,77.99105
300875,77.259056
300876,89.60333
300877,91.08075
300878,85.15871
300879,86.67372
300880,81.8618
300881,77.24807
300882,80.3983
300883,83.20722
300884,85.760895
300885,94.44171
300886,80.187416
300887,90.17942
300888,79.00182
300889,85.993546
300890,73.719635
300891,86.20035
300892,82.75681
300893,82.26844
300894,82.329315
300895,81.28292
300896,77.56122
300897,77.08818
300898,83.74746
300899,77.307755
300900,77.62947
300901,83.58785
300902,82.1443
300903,81.87179
300904,83.385765
300905,81.785126
300906,79.64662
300907,84.665535
300908,79.79308
300909,92.51411
300910,80.54988
300911,75.70278
300912,83.80792
300913,86.651794
300914,78.206085
300915,88.6741
300916,83.512596
300917,80.83913
300918,77.0349
300919,91.7349
300920,84.262955
300921,85.18593
300922,81.80308
300923,85.221176
300924,79.86528
300925,87.85128
300926,86.22014
300927,79.25807
300928,79.803024
300929,85.933655
300930,75.88631
300931,78.53591
300932,91.40398
300933,90.2256
300934,78.55156
300935,78.98899
300936,82.440956
300937,87.43498
300938,83.57662
300939,77.08238
300940,90.63899
300941,79.70435
300942,83.79704
300943,88.26664
300944,83.899025
300945,81.737434
300946,81.779434
300947,81.43716
300948,80.885544
300949,82.19419
300950,84.08588
300951,91.25758
300952,88.0186
300953,83.79701
300954,76.65245
300955,85.80367
300956,91.73624
300957,77.80752
300958,78.81686
300959,88.33134
300960,78.93719
300961,75.778336
300962,87.29998
300963,79.13393
300964,89.26991
300965,81.09021
300966,79.16609
300967,77.69336
300968,76.451805
300969,77.69608
300970,83.8665
300971,86.07265
300972,81.217514
300973,81.19487
300974,83.64813
300975,80.09108
300976,83.18572
300977,82.794304
300978,95.82783
300979,90.44239
300980,88.97011
300981,78.37596
300982,85.343185
300983,90.08363
300984,81.932816
300985,81.121994
300986,79.50431
300987,80.399376
300988,91.7595
300989,78.2615
300990,89.29785
300991,80.48423
300992,83.23003
300993,84.138626
300994,83.18963
300995,81.411835
300996,80.28088
300997,83.60939
300998,80.73194
300999,82.31352
301000,80.62749
301001,79.27115
301002,84.97746
301003,76.71002
301004,79.19472
301005,81.1918
301006,87.65289
301007,85.17321
301008,87.591835
301009,80.73024
301010,78.48309
301011,83.599655
301012,84.602585
301013,81.72917
301014,79.021774
301015,78.77667
301016,81.660736
301017,78.2642
301018,80.76091
301019,82.801285
301020,92.62744
301021,82.25596
301022,87.55021
301023,84.096176
301024,77.441635
301025,82.46864
301026,77.315315
301027,81.41142
301028,87.21862
301029,81.35917
301030,81.00079
301031,78.86113
301032,86.724945
301033,86.75318
301034,80.37042
301035,81.12517
301036,78.68056
301037,90.74492
301038,89.26317
301039,85.19786
301040,78.59747
301041,89.13914
301042,79.76933
301043,86.30863
301044,86.55796
301045,85.49353
301046,90.90169
301047,78.173195
301048,87.476456
301049,86.949425
301050,88.525345
301051,89.540054
301052,74.25969
301053,79.61813
301054,88.616
301055,84.91786
301056,80.71218
301057,88.26257
301058,76.880684
301059,81.122635
301060,74.839355
301061,81.02419
301062,71.45677
301063,74.96553
301064,79.03245
301065,81.819885
301066,73.567764
301067,88.56085
301068,88.361404
301069,84.67368
301070,74.743805
301071,78.90019
301072,76.71366
301073,85.52571
301074,88.70613
301075,76.09808
301076,80.84163
301077,83.72457
301078,83.08756
301079,85.33726
301080,90.314125
301081,85.51804
301082,90.43075
301083,80.284134
301084,84.66038
301085,85.46666
301086,84.52529
301087,78.18724
301088,79.791115
301089,82.70961
301090,90.40432
301091,84.53772
301092,81.088844
301093,91.71006
301094,76.78709
301095,76.323654
301096,80.20955
301097,77.37272
301098,80.308395
301099,82.179
301100,85.7713
301101,85.418015
301102,84.442505
301103,83.296005
301104,80.3812
301105,82.74765
301106,79.39724
301107,80.30162
301108,91.85117
301109,89.10011
301110,79.75649
301111,80.83201
301112,76.405525
301113,79.203606
301114,87.76165
301115,79.90365
301116,81.48768
301117,85.878136
301118,77.69958
301119,78.18454
301120,82.82716
301121,85.05195
301122,81.51561
301123,91.04164
301124,82.22749
301125,75.90444
301126,81.002
301127,82.86953
301128,76.1888
301129,82.53401
301130,78.30232
301131,78.92598
301132,88.53779
301133,82.134705
301134,81.19554
301135,82.034744
301136,85.530876
301137,91.736374
301138,80.15475
301139,84.02265
301140,75.29701
301141,85.11977
301142,71.87407
301143,94.18942
301144,85.40703
301145,87.25017
301146,83.96048
301147,81.66362
301148,77.46208
301149,76.23861
301150,71.542305
301151,87.69039
301152,80.45637
301153,91.77757
301154,87.24804
301155,84.59965
301156,79.06354
301157,76.02324
301158,89.00111
301159,88.439064
301160,77.32832
301161,81.19612
301162,78.04138
301163,80.87405
301164,80.27968
301165,90.59353
301166,76.07966
301167,90.406166
301168,81.30466
301169,84.50636
301170,78.593575
301171,89.46497
301172,81.02223
301173,80.65142
301174,83.16304
301175,90.94503
301176,86.92318
301177,77.85598
301178,80.433495
301179,82.85654
301180,82.803444
301181,93.8351
301182,80.39351
301183,75.79319
301184,79.429276
301185,89.23439
301186,87.7469
301187,91.393105
301188,79.34884
301189,86.28615
301190,81.57599
301191,87.63682
301192,72.9088
301193,87.681145
301194,79.574974
301195,84.738785
301196,75.228806
301197,82.7183
301198,80.94646
301199,78.24196
301200,81.31374
301201,84.14633
301202,84.556244
301203,87.56508
301204,82.78849
301205,82.68985
301206,84.14931
301207,81.35155
301208,79.95598
301209,76.01951
301210,77.189674
301211,83.687485
301212,77.180016
301213,83.151886
301214,94.35417
301215,87.368385
301216,91.7485
301217,78.918686
301218,85.298485
301219,87.621445
301220,84.44584
301221,81.60966
301222,80.81921
301223,81.738174
301224,77.94768
301225,89.28094
301226,78.9899
301227,76.925835
301228,80.335495
301229,77.397354
301230,76.64084
301231,90.30125
301232,82.71668
301233,80.41576
301234,67.05354
301235,86.790596
301236,95.185776
301237,82.41415
301238,86.673706
301239,91.324196
301240,85.70344
301241,85.83906
301242,78.05646
301243,88.27907
301244,82.35897
301245,91.067245
301246,88.17974
301247,89.58803
301248,85.69829
301249,91.43387
301250,85.97637
301251,81.48034
301252,88.246185
301253,88.41513
301254,79.95169
301255,78.89724
301256,88.485214
301257,89.26729
301258,97.269646
301259,81.75504
301260,92.42318
301261,89.914986
301262,80.8376
301263,78.1862
301264,80.52019
301265,92.108826
301266,80.70901
301267,91.372086
301268,80.5367
301269,84.22924
301270,82.067116
301271,94.630775
301272,82.68068
301273,90.46737
301274,82.76124
301275,84.38515
301276,80.00564
301277,84.66531
301278,74.856926
301279,85.78801
301280,86.08067
301281,82.44534
301282,93.23897
301283,78.22482
301284,94.88279
301285,76.206375
301286,92.275764
301287,83.35584
301288,80.549225
301289,82.6097
301290,80.71848
301291,80.76136
301292,79.34276
301293,77.25751
301294,90.48282
301295,82.754845
301296,79.787796
301297,87.37963
301298,92.04606
301299,89.373276
301300,79.5461
301301,75.04801
301302,80.08155
301303,93.96364
301304,82.24144
301305,83.05452
301306,88.11622
301307,80.65315
301308,82.09931
301309,88.54836
301310,75.018265
301311,82.4243
301312,83.95287
301313,85.609024
301314,85.69076
301315,78.58589
301316,90.039734
301317,80.328964
301318,82.20494
301319,80.47578
301320,80.99797
301321,79.15234
301322,75.91628
301323,88.20042
301324,81.65277
301325,81.01848
301326,88.66983
301327,88.27663
301328,86.54936
301329,86.1193
301330,77.17511
301331,79.23908
301332,77.75489
301333,84.641136
301334,83.07735
301335,80.33686
301336,86.25852
301337,80.1931
301338,87.95131
301339,80.00118
301340,84.163864
301341,79.196594
301342,85.03109
301343,81.21772
301344,78.68207
301345,85.11281
301346,89.499535
301347,83.79353
301348,76.43886
301349,75.97273
301350,89.60006
301351,91.88352
301352,83.84375
301353,83.893906
301354,77.30776
301355,80.07852
301356,86.55196
301357,80.89311
301358,80.892426
301359,83.28598
301360,79.484665
301361,76.05232
301362,82.17656
301363,88.095116
301364,86.86033
301365,76.99001
301366,85.98779
301367,91.48744
301368,77.567825
301369,90.158066
301370,86.308426
301371,77.93668
301372,79.61098
301373,82.201324
301374,79.447914
301375,77.95505
301376,76.98751
301377,82.77497
301378,87.18207
301379,80.38001
301380,77.69148
301381,83.19939
301382,77.31462
301383,81.49541
301384,84.43358
301385,90.39347
301386,84.931786
301387,74.18002
301388,90.39027
301389,80.1422
301390,91.582695
301391,82.003586
301392,81.577034
301393,87.05232
301394,79.669106
301395,87.02088
301396,79.39354
301397,80.208145
301398,77.35979
301399,91.07574
301400,91.98649
301401,79.81257
301402,92.14125
301403,81.417694
301404,81.673
301405,85.27079
301406,81.84741
301407,74.95046
301408,82.177315
301409,93.44514
301410,87.39289
301411,73.52587
301412,89.99207
301413,80.89159
301414,86.96426
301415,90.902145
301416,88.27622
301417,90.09977
301418,80.39609
301419,86.41011
301420,85.87187
301421,89.64077
301422,83.77605
301423,85.01085
301424,84.85338
301425,76.880714
301426,87.531334
301427,83.02335
301428,77.96973
301429,74.01924
301430,83.253136
301431,85.95626
301432,76.53408
301433,83.63335
301434,83.919235
301435,88.85495
301436,93.03551
301437,86.540504
301438,88.165016
301439,88.08264
301440,76.23883
301441,84.91445
301442,77.63031
301443,79.558525
301444,84.53025
301445,83.251114
301446,79.37615
301447,83.022
301448,88.031685
301449,88.23869
301450,79.34219
301451,87.003105
301452,78.649216
301453,79.414925
301454,85.83519
301455,80.25006
301456,79.62272
301457,80.73967
301458,87.99816
301459,84.45682
301460,78.566895
301461,78.98594
301462,85.02364
301463,79.76212
301464,81.471565
301465,89.451004
301466,85.56233
301467,94.378
301468,81.92073
301469,81.83412
301470,80.90747
301471,91.87948
301472,86.629265
301473,78.28543
301474,90.47972
301475,91.57403
301476,92.206406
301477,79.85626
301478,83.58425
301479,79.632935
301480,91.50335
301481,89.12343
301482,77.32163
301483,83.540855
301484,87.91377
301485,76.27036
301486,86.230675
301487,75.03569
301488,82.39257
301489,89.6682
301490,85.75273
301491,78.2135
301492,91.678055
301493,84.791626
301494,80.483826
301495,87.42756
301496,80.751144
301497,75.26225
301498,89.552444
301499,79.29313
301500,71.92437
301501,81.04817
301502,78.697464
301503,75.27439
301504,89.78337
301505,91.256966
301506,77.66805
301507,85.397484
301508,88.57914
301509,87.24147
301510,80.212135
301511,83.15598
301512,79.15636
301513,78.94053
301514,83.999374
301515,89.78744
301516,88.71037
301517,87.144485
301518,83.20006
301519,79.23175
301520,76.68486
301521,82.68532
301522,78.184616
301523,83.658066
301524,78.044395
301525,79.955505
301526,80.96922
301527,85.40639
301528,89.97328
301529,84.106735
301530,86.52267
301531,86.01521
301532,91.0963
301533,76.5762
301534,89.61902
301535,83.17483
301536,81.94476
301537,91.47957
301538,89.04945
301539,82.88489
301540,81.10221
301541,82.00638
301542,87.95979
301543,85.50395
301544,86.18681
301545,81.9468
301546,86.26687
301547,77.91405
301548,83.286804
301549,79.38509
301550,86.15727
301551,81.09558
301552,81.56084
301553,83.54213
301554,78.32623
301555,84.514206
301556,88.8838
301557,77.073135
301558,92.3251
301559,80.369
301560,79.093285
301561,87.06558
301562,77.55981
301563,86.80139
301564,90.602776
301565,93.0924
301566,91.93803
301567,86.932625
301568,85.70419
301569,89.70608
301570,84.77493
301571,78.71338
301572,78.9919
301573,83.21144
301574,90.69749
301575,79.9117
301576,87.71966
301577,82.16569
301578,83.65126
301579,88.419266
301580,76.616264
301581,75.569725
301582,83.532974
301583,87.90831
301584,82.363266
301585,81.313644
301586,87.301834
301587,80.32497
301588,74.805466
301589,94.69853
301590,88.01486
301591,86.486046
301592,86.618965
301593,85.17624
301594,86.926315
301595,79.404495
301596,78.16471
301597,84.728035
301598,80.18858
301599,83.61592
301600,85.73683
301601,85.04907
301602,83.013596
301603,84.48806
301604,81.35048
301605,92.397026
301606,80.91215
301607,79.751656
301608,82.47765
301609,78.95968
301610,86.830124
301611,82.74867
301612,83.20053
301613,82.23723
301614,86.340485
301615,84.144226
301616,79.79994
301617,83.62523
301618,78.836784
301619,92.601524
301620,82.16344
301621,78.319115
301622,77.345314
301623,82.64026
301624,78.85475
301625,82.24284
301626,77.5858
301627,91.84532
301628,83.833084
301629,81.6699
301630,82.93725
301631,84.750755
301632,91.22963
301633,80.03585
301634,78.65596
301635,84.62548
301636,90.18199
301637,79.36532
301638,78.48364
301639,79.27102
301640,81.160255
301641,82.999275
301642,83.387436
301643,82.8395
301644,90.970985
301645,89.7116
301646,88.06277
301647,81.61177
301648,80.244156
301649,79.681015
301650,79.203835
301651,80.335144
301652,83.14221
301653,92.46194
301654,76.75953
301655,86.6595
301656,78.797966
301657,86.48097
301658,83.17727
301659,75.1848
301660,85.56377
301661,77.19631
301662,85.58087
301663,83.99795
301664,83.01009
301665,78.250854
301666,79.68307
301667,81.15208
301668,80.4837
301669,80.752686
301670,92.35143
301671,82.2127
301672,81.35183
301673,91.58124
301674,84.750565
301675,89.4626
301676,76.89043
301677,86.52011
301678,83.442825
301679,86.67445
301680,85.70622
301681,79.47415
301682,77.46471
301683,94.72711
301684,78.18252
301685,81.131996
301686,89.58648
301687,86.47185
301688,75.13922
301689,83.72129
301690,86.40684
301691,82.1252
301692,81.00255
301693,87.24021
301694,82.06095
301695,83.11455
301696,84.74092
301697,83.22485
301698,78.77657
301699,78.59247
301700,83.18829
301701,80.14381
301702,91.1133
301703,85.00809
301704,78.522766
301705,80.67797
301706,91.984726
301707,90.00292
301708,78.631035
301709,82.384964
301710,85.550575
301711,79.67815
301712,87.19737
301713,78.60706
301714,74.26003
301715,82.4133
301716,76.439865
301717,89.42406
301718,82.30574
301719,83.837135
301720,85.98354
301721,82.080086
301722,81.62215
301723,77.44923
301724,77.129906
301725,81.559204
301726,77.05058
301727,85.423355
301728,84.39917
301729,80.62985
301730,90.96635
301731,84.432274
301732,74.05147
301733,81.10919
301734,81.773056
301735,86.69434
301736,80.34696
301737,88.33132
301738,85.89289
301739,83.815
301740,80.623436
301741,83.04636
301742,78.786064
301743,82.15574
301744,79.23247
301745,84.248215
301746,79.65642
301747,91.38922
301748,79.853905
301749,82.027756
